B7_MAMÁ_CONSERVADOR_1CONFORMIDAD,B16_MAMÁ_CONSERVADOR_2CONFORMIDAD,B28_MAMÁ_CONSERVADOR_3CONFORMIDAD,B36_MAMÁ_CONSERVADOR_4CONFORMIDAD,B9_MAMÁ_CONSERVADOR_1TRADICION,B20_MAMÁ_CONSERVADOR_2TRADICION,B25_MAMÁ_CONSERVADOR_3TRADICION,B38_MAMÁ_CONSERVADOR_4TRADICION,B5_MAMÁ_CONSERVADOR_1SEGURIDAD,B14_MAMÁ_CONSERVADOR_2SEGURIDAD,B21_MAMÁ_CONSERVADOR_3SEGURIDAD,B31_MAMÁ_CONSERVADOR_4SEGURIDAD,B35_MAMÁ_CONSERVADOR_5SEGURIDAD,B12_MAMÁ_AUTOTRASCENDENCIA_1BENEVOLENCIA,B18_MAMÁ_AUTOTRASCENDENCIA_2BENEVOLENCIA,B27_MAMÁ_AUTOTRASCENDENCIA_3BENEVOLENCIA,B33_MAMÁ_AUTOTRASCENDENCIA_4BENEVOLENCIA,B3_MAMÁ_AUTOTRASCENDENCIA_1UNIVERSALISMO,B8_MAMÁ_AUTOTRASCENDENCIA_2UNIVERSALISMO,B19_MAMÁ_AUTOTRASCENDENCIA_3UNIVERSALISMO,B23_MAMÁ_AUTOTRASCENDENCIA_4UNIVERSALISMO,B29_MAMÁ_AUTOTRASCENDENCIA_5UNVIERSALISMO,B40_MAMÁ_AUTOTRASCENDENCIA_6UNIVERSALISMO,B1_MAMÁ_APERTURA_AL_CAMBIO_1AUTODIRECCION,B11_MAMÁ_APERTURA_AL_CAMBIO_2AUTODIRECCION,B22_MAMÁ_APERTURA_AL_CAMBIO_3AUTODIRECCION,B34_MAMÁ_APERTURA_AL_CAMBIO_4AUTODIRECCION,B6_MAMÁ_APERTURA_AL_CAMBIO_1ESTIMULACION,B15_MAMÁ_APERTURA_AL_CAMBIO_2ESTIMULACION,B30_MAMÁ_APERTURA_AL_CAMBIO_3ESTIMULACION,B4_MAMÁ_SUPERACION_1LOGRO,B13_MAMÁ_SUPERACION_2LOGRO,B24_MAMÁ_SUPERACION_3LOGRO,B32_MAMÁ_SUPERACION_4LOGRO,B2_MAMÁ_SUPERACION_1PODER,B17_MAMÁ_SUPERACION_2PODER,B39_MAMÁ_SUPERACION_3PODER,B49_MAMÁ_PPASS_1_AS_1ELECCION,B52_MAMÁ_PPASS_4_AS_2ELECCION,B56_MAMÁ_PPASS_8_AS_3ELECCION,B62_MAMÁ_PPASS_14_AS_4ELECCION,B50_MAMÁ_PPASS_2_AS_1EXPLICACION,B57_MAMÁ_PPASS_9_AS_2EXPLICACION,B67_MAMÁ_PPASS_19_AS_3EXPLICACION,B71_MAMÁ_PPASS_23_AS_4EXPLICACION,B55_MAMÁ_PPASS_7_AS_1EMPATIA,B61_MAMÁ_PPASS_13_AS_2EMPATIA,B64_MAMÁ_PPASS_16_AS_3EMPATIA,B72_MAMÁ_PPASS_24_AS_4EMPATIA,B51_MAMÁ_PPASS_3_PC_1CASTIGO,B58_MAMÁ_PPASS_10_PC_2CASTIGO,B63_MAMÁ_PPASS_15_PC_3CASTIGO,B68_MAMÁ_PPASS_20_PC_4CASTIGO,B53_MAMÁ_PPASS_5_PC_1PRESION,B59_MAMÁ_PPASS_11_PC_2PRESION,B65_MAMÁ_PPASS_17_PC_3PRESION,B70_MAMÁ_PPASS_22_PC_4PRESION,B54_MAMÁ_PPASS_6_PC_1CULPAR,B60_MAMÁ_PPASS_12_PC_2CULPAR,B66_MAMÁ_PPASS_18_PC_3CULPAR,B69_MAMÁ_PPASS_21_PC_4CULPAR,ICAST_2MAMA,ICAST_5MAMA,ICAST_12MAMA,ICAST_13MAMA,ICAST_14MAMA,ICAST_17MAMA,ICAST_18MAMA,ICAST_19MAMA,ICAST_21MAMA,ICAST_24MAMA,ICAST_25MAMA,ICAST_26MAMA,ICAST_27MAMA,ICAST_32MAMA,ICAST_33MAMA,ICAST_43MAMA,ICAST_45MAMA,ICAST_47MAMA,ICAST_48MAMA,YSR_5,YSR_14,YSR_30,YSR_32,YSR_33,YSR_35,YSR_42,YSR_47,YSR_51,YSR_52,YSR_54,YSR_56B,YSR_56C,YSR_56D,YSR_56E,YSR_56F,YSR_65,YSR_69,YSR_91,YSR_103,YSR_111,YSR_2,YSR_3,YSR_16,YSR_20,YSR_21,YSR_28,YSR_57,YSR_67,YSR_82,YSR_94,YSR_96,YSR_97,YSR_99,YSR_104,YSR_105,SEXO_F1Y2,EDAD_F1Y2,NSE,EST_FAM,EDAD_MAMA,ESC_MAMA,EDAD_PAPA,ESCOL_PAPA,HOMBRE,MUJER,Lat_Conservador,Lat_Apertura,Lat_Trascedencia,Lat_Superacion,Lat_Autonomía,Lat_Control,Lat_Psicologico,Lat_Fisico,Lat_Negligencia,Lat_Ineriorizados,Lat_Exteriorizados
3,3,4,3,4,3,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,1,2,2,2,1,1,2,2,2,3,2,4,4,3,3,4,4,4,4,3,4,3,2,2,2,2,1,1,2,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,4,1,98,5,98,3,1, ,-.205,-.815,-.41,-.27,.462,-.054,.277,-.407,-.326,-1.39,-.344
4,4,4,3,3,1,2,2,3,4,4,3,3,4,3,3,1,4,4,2,4,4,4,3,2,3,2,3,2,2,2,1,1,2,2,1,1,1,2,4,1,1,1,1,1,3,1,1,1,3,2,4,4,2,3,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,14,7,4,34,4,42,7,1, ,-.12,-.402,.216,-.699,-1.867,.49,-.503,-.407,-.326,-1.491,.441
4,4,4,4,4,3,1,4,4,3,3,4,3,3,2,2,4,3,3,2,3,3,3,3,2,3,2,3,1,3,1,1,1,3,1,3,2,2,4,4,3,1,3,4,3,3,3,3,3,2,3,3,1,3,1,3,2,1,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,13,3,1,98,3,98,3,1, ,.629,-.328,-.625,-.654,-.211,.25,.408,.412,-.326,-.259,.003
4,4,4,3,3,1,3,3,4,4,4,2,2,4,3,3,3,4,3,3,1,1,2,2,2,3,4,3,1,2,3,4,3,4,1,3,3,2,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,1,4,4,2,2,1,2,1,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,1,0,0,1,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14,4,1,31,1,30,3,1, ,-.132,-.441,-.544,1.218,1.243,.474,1.82,.674,-.326,.776,-.065
4,4,4,4,4,1,1,4,4,4,4,3,3,2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,1,2,4,4,3,4,2,4,3,2,4,4,3,4,3,4,4,4,4,1,1,3,1,2,1,3,4,2,3,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,15,4,1,98,6,98,6,1, ,.754,.778,.123,1.716,.156,-.096,.465,-.407,-.326,-.352,.309
4,4,4,4,4,1,2,4,4,2,3,3,4,4,4,4,3,4,1,4,3,4,4,3,4,3,3,2,1,3,2,3,1,3,1,1,2,2,4,3,3,3,1,3,3,4,3,3,3,3,3,3,2,2,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,14,6,4,34,8,37,4, ,1,.466,-.245,.713,.017,-.224,.37,-.503,-.407,-.326,-.262,-.043
2,1,1,3,2,2,1,2,2,1,1,3,1,1,2,1,4,2,1,1,3,3,2,2,2,3,2,1,4,3,1,1,1,1,3,2,2,2,2,4,3,2,3,2,3,1,3,2,3,2,1,1,1,3,2,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,13,6,1,43,4,54,4,1, ,-2.059,-.722,-1.445,-.756,-.678,.265,-.503,-.407,-.326,-.616,.305
3,1,3,1,2,3,3,1,3,1,1,3,2,1,2,1,4,2,1,3,3,3,1,2,2,3,1,2,4,1,2,1,1,1,3,3,2,1,2,3,4,2,3,3,4,2,3,1,3,1,1,1,4,2,4,1,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,14,6,2,41,8,42,8,1, ,-1.679,-1.072,-1.207,-.353,-.632,.641,-.503,-.407,-.326,-1.181,.305
4,3,4,4,4,1,1,4,4,1,4,4,3,3,4,4,4,4,2,3,2,4,3,4,2,3,3,2,1,4,2,2,1,1,1,1,1,1,2,4,4,3,3,2,3,4,3,4,3,1,1,3,1,3,1,3,2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,5,1,36,6,35,9,1, ,.408,-.1,.155,-.622,-.077,-.436,.786,-.407,-.326,-.648,.208
3,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,2,3,3,4,1,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,3,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,1,48,4,49,6,1, ,1.429,1.195,1.443,.54,1.24,-.131,-.503,-.407,-.326,-.493,-1.333
3,1,3,2,2,1,1,3,2,1,3,3,2,2,2,2,2,2,2,2,2,3,1,1,2,2,3,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,52,4,98,4,1, ,-1.382,-1.138,-1.243,-1.369,-1.254,-.707,.124,-.407,-.326,-.482,-.766
3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,4,2,3,2,4,1,4,2,4,3,4,4,4,4,4,4,1,2,4,1,3,4,3,1,1,1,4,3,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,0,1,1,0,0,2,0,0,0,0,0,1,13,7,1,98,6,98,6,1, ,.958,1.104,.805,1.008,.104,-.131,.124,.627,.559,-.335,1.083
3,4,4,4,4,4,1,4,3,4,4,3,4,3,3,3,4,4,2,4,3,2,2,3,4,4,3,3,1,4,1,2,1,1,1,3,2,4,4,2,3,3,4,3,3,4,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,7,1,43,1,45,3,1, ,.838,.38,-.293,-.503,.446,-.858,-.503,-.407,-.326,-1.062,-1.333
1,3,3,3,3,2,2,4,4,2,3,4,2,3,3,3,4,3,2,3,2,2,1,1,4,1,3,2,2,1,1,1,1,1,1,1,2,4,3,4,4,4,4,4,3,4,1,3,3,1,1,1,1,4,2,1,1,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,5,1,52,5,51,6,1, ,-.653,-1.228,-.687,-1.369,.079,-.615,.298,.674,-.326,-1.741,-.337
3,3,4,4,4,2,2,3,4,1,4,4,2,3,1,2,2,4,2,3,2,2,1,3,3,3,4,4,1,1,1,4,2,4,1,1,4,2,3,3,1,2,3,2,4,4,3,1,3,3,1,3,3,3,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,2,0,0,2,2,2,1,1,2,2,0,2,0,1,1,2,2,1,2,0,1,2,0,2,0,2,1,0,0,2,0,0,0,1,0,2,14,7,2,45,7,46,7, ,1,.03,-.095,-1.056,.727,-.52,.489,-.503,.566,1.295,2.125,1.5
3,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,1,4,4,4,4,4,3,4,3,4,3,2,4,4,4,1,4,1,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,3,3,4,3,2,1,1,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,2,0,2,1,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,2,14,6,1,35,4,36,5, ,1,.897,.492,.824,1.216,1.536,.536,.396,-.407,-.326,1.128,.274
1,2,3,3,2,1,2,3,3,1,1,2,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,1,2,1,2,1,2,3,2,3,1,2,3,1,1,3,2,2,3,3,3,1,1,2,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,13,6,1,98,8,98,8,1, ,-1.299,-.898,-1.372,-.729,-1.015,-.264,.298,-.407,-.326,-.897,.187
4,4,4,4,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,4,4,4,3,2,1,2,1,3,2,1,2,3,4,3,2,3,3,4,4,4,3,4,3,3,2,3,2,4,2,2,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,14,6,2,50,4,98,8, ,1,1.042,.553,1.257,-.266,.237,.362,.664,-.407,-.326,-.244,.707
4,4,4,4,4,2,1,3,3,4,3,4,4,4,2,3,3,4,3,3,4,4,3,3,4,4,4,4,3,3,3,3,1,2,2,2,2,4,2,4,2,4,3,2,4,4,4,3,4,3,1,3,1,3,3,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,13,5,1,45,6,45,5,1, ,.608,.913,.185,.324,.231,.096,-.503,.396,-.326,-1.371,.289
2,3,4,3,3,2,4,4,4,3,3,3,3,3,1,3,2,4,3,4,4,3,4,3,4,3,2,3,1,2,1,1,1,2,1,1,3,2,1,2,2,3,1,2,3,3,3,1,4,1,1,1,1,1,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,14,4,1,30,3,49,4,1, ,-.255,-.345,-.117,-.983,-.891,-.871,-.503,-.407,-.326,-1.201,.313
4,3,4,4,4,3,2,4,4,2,4,2,3,3,3,2,4,4,2,4,3,4,3,3,3,3,4,2,1,2,3,3,1,3,1,1,2,3,3,4,3,3,3,3,4,4,4,3,4,4,2,3,4,3,3,4,3,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,2,0,2,1,1,1,1,1,0,1,1,0,0,2,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,14,3,1,33,3,40,3, ,1,.295,-.391,-.06,.168,.288,.855,.351,1.135,1.373,1.039,.98
4,2,4,3,4,2,4,3,4,3,3,2,4,4,3,3,3,4,1,3,3,3,3,3,3,4,3,3,3,3,1,2,1,3,1,1,1,4,4,4,4,4,4,3,3,4,4,4,3,2,2,2,2,2,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,14,4,1,35,2,37,4, ,1,-.155,.242,-.162,-.611,.663,.073,-.503,-.407,-.326,-.029,.573
4,4,4,4,4,2,1,4,4,3,4,4,3,4,4,3,4,4,4,2,4,4,3,2,4,1,4,2,1,2,1,1,1,4,1,1,1,1,4,1,3,1,2,3,3,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,6,1,44,4,46,7, ,1,.883,-.773,.494,-1.071,.029,-.327,.465,-.407,-.326,-.149,-.39
3,3,4,3,4,1,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,2,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,34,3,34,6,1, ,-.092,-.056,-.348,.046,-.321,.092,-.503,-.407,-.326,-.516,-1.333
2,2,2,3,2,1,1,1,2,2,2,3,4,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,13,4,1,36,8,37,8,1, ,-1.366,-.707,-.831,-1.36,-.825,-1.756,.277,.674,-.326,-.936,.263
4,4,3,4,1,1,2,3,2,2,4,4,3,2,3,3,4,4,3,4,3,3,4,3,3,4,4,4,3,3,2,3,1,4,1,2,2,2,4,3,2,3,4,4,4,2,2,3,3,4,3,3,1,3,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,14,7,5,36,6,35,7,1, ,-.303,.747,-.088,.281,-.255,.201,-.503,-.407,-.326,-.559,1.157
3,3,4,2,3,2,1,2,3,2,4,1,1,4,2,4,2,3,3,2,2,3,1,4,4,3,4,4,4,4,4,3,1,4,2,3,4,1,4,4,3,1,1,1,4,4,1,1,3,4,1,1,1,1,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,1,13,7,3,98,4,98,6,1, ,-.994,1.44,-.526,1.05,-.667,-.424,-.503,.72,.915,-.453,.974
4,4,3,3,4,1,4,1,3,4,4,4,4,4,4,4,4,2,4,1,4,4,1,1,3,4,1,4,1,1,1,1,1,1,2,3,1,3,4,4,4,1,1,1,2,4,4,4,4,1,4,4,1,4,4,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,2,0,2,1,0,1,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,2,13,3,1,50,4,43,3, ,1,.033,-.784,.486,-.974,.252,.149,.206,-.407,-.326,.951,.614
1,4,4,3,3,1,1,3,4,3,4,4,4,4,2,4,3,4,1,4,4,1,1,2,1,3,4,3,1,1,1,1,1,1,1,1,1,1,4,2,1,4,4,4,4,4,4,4,4,2,1,1,1,1,1,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,5,1,34,5,35,5, ,1,.146,-.744,.012,-1.713,.7,-.534,-.503,-.407,-.326, , 
4,4,4,4,4,2,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,4,4,2,1,4,1,2,1,1,1,4,1,1,1,4,4,1,4,4,4,4,4,4,4,2,1,4,4,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,2,2,0,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,7,1,35,5,36,3, ,1,.985,.04,1.721,-.641,.695,.1,-.503,.462,-.326,.975,-.432
4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,4,3,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,7,1,98,4,98,5,1, ,1.846,.949,1.721,1.238,1.616,.401,.124,1.018,-.326,-.879,-.678
4,4,4,4,4,3,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,2,2,3,3,4,4,4,4,1,4,4,4,3,4,4,2,2,2,1,2,4,2,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,6,2,41,4,98,7,1, ,1.257,1.926,1.721,.696,.887,.016,.636,.72,-.326,-.692,-.344
4,3,4,3,4,1,1,3,4,3,4,3,3,3,4,3,3,4,3,4,3,4,2,2,4,3,4,3,4,3,4,4,3,4,3,3,3,4,4,3,2,1,2,2,3,2,1,1,2,4,3,3,3,2,4,4,4,3,3,3,3,5,3,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,2,1,2,0,1,1,1,2,1,1,2,1,2,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,13,5,1,45,5,46,5, ,1,-.038,.232,.066,1.734,-1.079,1.451,1.682,1.297,1.974,1.653,.361
4,3,4,4,4,2,1,4,4,2,4,4,4,2,4,3,1,4,4,3,2,3,3,3,3,2,4,3,1,4,1,2,1,3,2,1,3,3,4,4,3,2,3,4,1,3,4,3,2,1,1,1,1,1,3,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,2,2,0,1,0,1,2,0,0,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,14,2,1,40,3,49,2, ,1,.83,.071,-.486,-.16,-.272,-1.122,-.503,.674,-.326,1.236,.104
1,2,2,1,3,1,1,4,4,1,4,3,2,1,2,1,1,2,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,1,1,2,2,3,4,4,4,3,4,4,4,3,4,3,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,13,2,1,98,2,98,2, ,1,-1.281,-2.032,-2.056,-1.313,-1.532,1.991,-.503,1.076,-.326,1.024,.697
1,2,4,3,2,1,1,4,2,1,3,2,1,2,1,2,2,3,4,3,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,4,2,3,4,4,1,3,3,4,4,4,4,4,1,2,1,1,1,1,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,13,5,3,31,3,32,3,1, ,-1.288,-1.685,-1.515,-1.187,.516,-.878,.357,-.407,-.326,-.364,.028
1,4,4,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,1,1,1,3,1,2,2,4,4,4,1,4,4,3,3,4,4,4,4,4,1,1,1,4,3,4,1,1,1,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,3,1,98,3,39,8,1, ,.688,.859,1.721,-.73,.692,-.267,1.082,-.407,-.326,-1.438,-.449
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,2,4,1,4,1,4,1,1,4,3,4,4,4,2,2,4,4,4,4,4,4,1,3,1,3,3,4,4,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,2,13,7,2,37,4,40,4, ,1,1.884,1.149,1.257,.459,.988,.47,.124,-.407,-.326,2.813,1.028
4,1,2,1,4,1,1,3,3,3,4,4,4,1,1,1,4,4,3,4,2,1,1,3,4,3,4,3,1,3,1,1,1,1,1,3,4,4,4,4,1,4,1,1,4,4,4,1,1,4,4,4,4,4,1,3,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,4,2,27,3,98,3, ,1,-.631,.149,-1.517,-.835,-.34,.719,-.503,.674,-.326,.487,.165
