B7_MAMÁ_CONSERVADOR_1CONFORMIDAD,B16_MAMÁ_CONSERVADOR_2CONFORMIDAD,B28_MAMÁ_CONSERVADOR_3CONFORMIDAD,B36_MAMÁ_CONSERVADOR_4CONFORMIDAD,B9_MAMÁ_CONSERVADOR_1TRADICION,B20_MAMÁ_CONSERVADOR_2TRADICION,B25_MAMÁ_CONSERVADOR_3TRADICION,B38_MAMÁ_CONSERVADOR_4TRADICION,B5_MAMÁ_CONSERVADOR_1SEGURIDAD,B14_MAMÁ_CONSERVADOR_2SEGURIDAD,B21_MAMÁ_CONSERVADOR_3SEGURIDAD,B31_MAMÁ_CONSERVADOR_4SEGURIDAD,B35_MAMÁ_CONSERVADOR_5SEGURIDAD,B12_MAMÁ_AUTOTRASCENDENCIA_1BENEVOLENCIA,B18_MAMÁ_AUTOTRASCENDENCIA_2BENEVOLENCIA,B27_MAMÁ_AUTOTRASCENDENCIA_3BENEVOLENCIA,B33_MAMÁ_AUTOTRASCENDENCIA_4BENEVOLENCIA,B3_MAMÁ_AUTOTRASCENDENCIA_1UNIVERSALISMO,B8_MAMÁ_AUTOTRASCENDENCIA_2UNIVERSALISMO,B19_MAMÁ_AUTOTRASCENDENCIA_3UNIVERSALISMO,B23_MAMÁ_AUTOTRASCENDENCIA_4UNIVERSALISMO,B29_MAMÁ_AUTOTRASCENDENCIA_5UNVIERSALISMO,B40_MAMÁ_AUTOTRASCENDENCIA_6UNIVERSALISMO,B1_MAMÁ_APERTURA_AL_CAMBIO_1AUTODIRECCION,B11_MAMÁ_APERTURA_AL_CAMBIO_2AUTODIRECCION,B22_MAMÁ_APERTURA_AL_CAMBIO_3AUTODIRECCION,B34_MAMÁ_APERTURA_AL_CAMBIO_4AUTODIRECCION,B6_MAMÁ_APERTURA_AL_CAMBIO_1ESTIMULACION,B15_MAMÁ_APERTURA_AL_CAMBIO_2ESTIMULACION,B30_MAMÁ_APERTURA_AL_CAMBIO_3ESTIMULACION,B4_MAMÁ_SUPERACION_1LOGRO,B13_MAMÁ_SUPERACION_2LOGRO,B24_MAMÁ_SUPERACION_3LOGRO,B32_MAMÁ_SUPERACION_4LOGRO,B2_MAMÁ_SUPERACION_1PODER,B17_MAMÁ_SUPERACION_2PODER,B39_MAMÁ_SUPERACION_3PODER,B49_MAMÁ_PPASS_1_AS_1ELECCION,B52_MAMÁ_PPASS_4_AS_2ELECCION,B56_MAMÁ_PPASS_8_AS_3ELECCION,B62_MAMÁ_PPASS_14_AS_4ELECCION,B50_MAMÁ_PPASS_2_AS_1EXPLICACION,B57_MAMÁ_PPASS_9_AS_2EXPLICACION,B67_MAMÁ_PPASS_19_AS_3EXPLICACION,B71_MAMÁ_PPASS_23_AS_4EXPLICACION,B55_MAMÁ_PPASS_7_AS_1EMPATIA,B61_MAMÁ_PPASS_13_AS_2EMPATIA,B64_MAMÁ_PPASS_16_AS_3EMPATIA,B72_MAMÁ_PPASS_24_AS_4EMPATIA,B51_MAMÁ_PPASS_3_PC_1CASTIGO,B58_MAMÁ_PPASS_10_PC_2CASTIGO,B63_MAMÁ_PPASS_15_PC_3CASTIGO,B68_MAMÁ_PPASS_20_PC_4CASTIGO,B53_MAMÁ_PPASS_5_PC_1PRESION,B59_MAMÁ_PPASS_11_PC_2PRESION,B65_MAMÁ_PPASS_17_PC_3PRESION,B70_MAMÁ_PPASS_22_PC_4PRESION,B54_MAMÁ_PPASS_6_PC_1CULPAR,B60_MAMÁ_PPASS_12_PC_2CULPAR,B66_MAMÁ_PPASS_18_PC_3CULPAR,B69_MAMÁ_PPASS_21_PC_4CULPAR,ICAST_2MAMA,ICAST_5MAMA,ICAST_12MAMA,ICAST_13MAMA,ICAST_14MAMA,ICAST_17MAMA,ICAST_18MAMA,ICAST_19MAMA,ICAST_21MAMA,ICAST_24MAMA,ICAST_25MAMA,ICAST_26MAMA,ICAST_27MAMA,ICAST_32MAMA,ICAST_33MAMA,ICAST_43MAMA,ICAST_45MAMA,ICAST_47MAMA,ICAST_48MAMA,YSR_5,YSR_14,YSR_30,YSR_32,YSR_33,YSR_35,YSR_42,YSR_47,YSR_51,YSR_52,YSR_54,YSR_56B,YSR_56C,YSR_56D,YSR_56E,YSR_56F,YSR_65,YSR_69,YSR_91,YSR_103,YSR_111,YSR_2,YSR_3,YSR_16,YSR_20,YSR_21,YSR_28,YSR_57,YSR_67,YSR_82,YSR_94,YSR_96,YSR_97,YSR_99,YSR_104,YSR_105,SEXO_F1Y2,EDAD_F1Y2,NSE,EST_FAM,EDAD_MAMA,ESC_MAMA,EDAD_PAPA,ESCOL_PAPA,HOMBRE,MUJER,Lat_Conservador,Lat_Apertura,Lat_Trascedencia,Lat_Superacion,Lat_Autonomía,Lat_Control,Lat_Psicologico,Lat_Fisico,Lat_Negligencia,Lat_Ineriorizados,Lat_Exteriorizados
2,4,4,4,4,2,3,4,4,2,4,4,2,4,4,4,4,4,4,4,3,3,2,3,1,3,1,3,1,1,1,1,1,3,1,2,3,1,4,2,3,3,3,4,4,4,4,4,4,2,2,2,1,1,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,7,1,98,4,98,3,1, ,.431,-.959,.545,-.61,.553,-.118,-.503,-.407,-.326,-1.476,-.474
4,4,4,4,4,1,1,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,1,1,4,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,14,5,1,47,4,48,3, ,1,.871,1.407,1.721,-.518,1.504,-1.756,-.503,-.407,-.326,-.124,-.678
1,1,4,4,4,1,1,4,2,3,4,4,3,4,3,1,4,4,4,4,4,4,4,3,3,4,4,4,1,4,2,2,1,3,2,1,3,3,4,4,4,3,4,4,4,4,4,4,4,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,2,14,5,1,98,3,98,4, ,1,.002,.818,.73,.035,1.341,-1.011,-.503,-.407,-.326,-1.188,.702
4,4,4,4,4,4,1,4,4,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,2,4,1,4,1,4,4,3,3,4,2,4,3,4,4,4,4,4,1,3,2,3,2,3,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,3,1,43,3,41,3,1, ,1.28,1.546,.919,1.009,.372,.483,-.503,-.407,-.326,-.128,-.39
3,3,4,4,3,3,1,4,4,3,4,4,4,3,4,4,4,4,1,4,3,3,3,3,4,4,4,4,4,4,3,4,2,4,1,4,4,3,4,4,3,4,3,4,4,4,4,4,4,2,2,2,2,1,4,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,5,2,40,4,44,4,1, ,.646,1.426,.182,1.358,1.082,.21,-.503,-.407,-.326,-1.438,-.432
4,1,4,4,4,2,3,4,3,2,4,4,3,3,2,1,2,4,4,2,4,2,4,3,2,3,2,3,3,2,1,1,1,1,1,1,4,4,4,3,4,2,3,2,3,3,3,3,3,4,3,1,1,4,4,4,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,14,6,1,98,5,98,5,1, ,.255,-.341,-.77,-1.187,-.257,.479,-.503,-.407,-.326,-.423,-.084
1,1,2,3,4,1,1,4,2,2,4,4,1,2,3,2,2,2,3,2,2,3,1,3,2,3,4,3,1,3,3,2,1,2,2,2,3,2,2,4,4,2,2,2,2,4,2,3,3,2,1,2,1,2,2,3,2,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,0,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,14,5,1,98,3,49,4,1, ,-1.099,-.048,-1.135,.169,-.498,-.316,.351,.72,-.326,.503,.005
4,4,3,2,4,1,4,2,4,4,3,4,2,2,1,3,3,4,1,3,4,3,2,4,4,4,3,4,2,2,1,1,1,3,1,1,3,2,3,4,3,2,1,2,1,4,4,2,3,1,1,1,1,3,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,14,6,1,41,4,42,4,1, ,-.464,.638,-.538,-.81,-.526,-.599,-.503,-.407,-.326,-.602,.003
4,3,4,4,3,2,1,3,3,2,4,4,3,3,2,3,3,4,3,3,4,4,2,2,4,2,2,2,1,2,1,1,1,2,3,2,1,1,2,1,3,1,1,3,2,3,2,2,4,2,2,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,1,1,0,1,2,1,1,2,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,4,1,44,2,42,3, ,1,.03,-.945,-.098,-.769,-.98,-.526,-.503,-.407,1.17,1.459,-.39
4,4,4,4,4,3,1,4,4,3,4,4,3,4,3,3,3,4,2,3,3,3,2,2,4,3,4,4,1,3,3,3,1,4,1,1,2,1,4,4,4,2,4,4,4,4,3,4,4,1,4,1,3,3,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,14,4,2,39,4,51,6,1, ,.937,.248,-.192,.32,.782,.46,-.503,-.407,-.326,-1.171,.242
3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,2,3,4,2,2,4,3,2,3,3,1,4,4,4,3,2,1,1,1,2,3,3,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,1,15,6,2,59,5,49,5,1, ,1.557,1.716,1,1.776,-.133,-.004,-.503,-.407,-.326,-.151,.699
3,4,4,4,4,4,2,4,3,3,4,4,4,3,4,3,3,4,3,3,4,3,3,2,1,1,3,4,2,4,4,4,1,4,1,1,2,4,4,4,4,2,4,4,3,4,2,3,3,1,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,0,2,1,1,0,1,0,0,2,1,0,1,16,5,1,46,4,48,3,1, ,.941,-.195,-.068,.781,.118,-1.364,-.503,-.407,-.326,-.391,1.888
1,1,1,2,2,2,2,1,4,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,4,3,4,4,4,4,1,4,1,1,4,1,1,1,1,2,1,1,4,4,4,3,1,2,4,4,1,1,3,2,6,6,4,1,0,0,1,1,6,0,0,0,0,5,0,0,5,5,5,2,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,2,1,0,0,2,0,1,0,1,0,0,0,1,0,1,12,5,4,36,7,42,3,1, ,-2,-1.194,-2.074,1.802,-1.979,1.125,2.214,1.875,2.062,1.241,1.123
4,4,4,4,2,1,4,4,4,3,4,4,3,4,1,4,4,4,3,4,4,4,4,3,4,4,4,4,2,3,4,2,2,4,1,2,3,2,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,4,1,4,2,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,1,36,4,37,7, ,1,.624,.802,1.047,.597,1.243,-.008,.351,-.407,-.326,.227,-.865
4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,2,3,1,4,3,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,3,3,3,4,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12,4,1,49,4,52,3,1, ,1.196,.751,1.343,.849,.649,1.289,-.503,-.407,-.326,.195,.003
1,4,4,3,4,1,1,1,4,3,4,4,4,3,4,2,3,4,3,3,3,3,2,3,4,2,4,4,1,4,2,3,1,3,1,1,1,2,3,4,4,4,3,4,4,4,4,3,4,2,2,2,2,2,3,3,3,2,2,1,2,3,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,5,1,33,4,36,4,1, ,.197,.562,-.41,-.108,.574,.64,.277,1.314,-.326,-.861,-.809
4,4,4,4,4,3,1,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,4,2,4,3,4,4,4,4,1,4,4,4,4,4,4,4,1,1,1,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,14,4,1,40,3,39,4, ,1,1.19,.778,1.279,-.085,1.406,-1.349,-.503,-.407,-.326, , 
2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,4,4,4,4,3,3,1,3,4,4,2,4,4,2,2,1,2,3,3,3,2,2,1,2,1,4,2,4,4,1,4,4,4,3,4,3,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,5,1,31,3,98,3, ,1,1.143,.913,.658,1.028,-1.272,1.853,.836,-.407,-.326,.847,-.39
3,4,4,3,4,3,3,3,4,3,3,3,4,3,3,2,3,4,3,4,4,4,4,2,4,2,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,12,2,1,29,8,30,7,1, ,.107,.024,.138,1.465,-.144,.916,-.503,-.407,-.326,.123,-.017
3,4,4,3,4,1,1,4,4,3,4,3,2,4,2,2,2,3,1,2,3,2,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,2,4,4,3,3,2,4,4,4,4,4,4,1,1,1,1,3,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,7,1,31,4,40,4, ,1,.015,-1.392,-.876,-1.713,.772,-1.022,-.503,-.407,-.326,-.474,-1.333
3,4,3,3,4,3,2,3,4,3,4,4,2,4,2,3,2,3,3,4,2,3,2,3,3,3,3,3,1,3,2,3,3,3,2,4,2,2,4,3,3,2,2,3,4,4,3,2,2,4,4,3,3,3,4,4,1,3,2,2,2,5,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,1,0,1,1,1,1,2,2,1,2,1,2,0,0,1,1,1,0,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,1,12,7,1,52,4,56,4,1, ,-.167,-.136,-.364,.661,-.337,1.245,.408,1.507,-.326,1.403,1.013
4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,3,3,2,2,3,3,3,4,3,2,3,4,4,2,4,2,2,2,2,4,3,4,4,4,3,4,4,4,4,2,3,2,2,2,3,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,7,1,42,7,44,7,1, ,.466,.155,.135,1.246,.521,.407,.124,-.407,-.326,-.491,-.449
4,4,4,4,4,4,2,4,1,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,2,2,4,4,2,1,2,1,1,3,2,4,1,1,1,4,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,4,1,32,3,34,5, ,1,.746,.713,1.343,-.031,-1.881,-.36,.277,1.317,-.326,-.459,-.432
1,4,3,4,3,2,1,4,2,1,4,3,2,3,4,2,2,3,3,2,2,2,3,3,4,3,4,3,1,1,1,1,1,1,1,1,1,2,3,4,3,4,1,4,4,4,3,1,4,2,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,2,35,4,44,8, ,1,-.632,-.223,-.914,-1.713,.078,-.966,-.503,-.407,-.326,-.51,-.865
4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,2,2,1,1,1,2,1,3,2,2,3,3,4,2,3,3,2,3,3,4,2,3,2,3,2,3,3,4,1,1,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,12,6,1,98,6,98,6,1, ,.576,.222,1.721,-.817,-.414,.451,-.503,.504,-.326,.599,.203
4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,1,4,4,3,2,4,4,4,1,2,1,1,3,2,4,4,4,2,2,4,4,4,4,4,4,1,1,1,1,1,4,1,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,1,98,3,40,3,1, ,1.846,.465,.719,.553,.901,-1.013,.357,-.407,-.326,-1.466,-1.333
4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,2,1,1,2,4,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,3,2,42,3,39,3, ,1,1.452,.852,1.117,-1.713,1.035,-.372,.206,.489,-.326,-.349,-.865
4,4,4,3,4,1,1,4,4,2,4,2,4,4,4,3,3,4,2,4,3,4,4,3,4,4,4,1,1,3,2,1,2,2,1,4,4,4,4,4,4,1,1,4,1,1,1,3,1,4,4,4,4,1,1,1,1,1,1,4,1,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,4,6,2,2,0,0,1,1,2,2,1,0,1,2,0,1,0,2,2,2,0,2,2,0,2,2,1,0,1,0,0,0,1,0,0,1,0,0,2,12,3,4,35,4,98,4, ,1,.296,.066,.413,-.018,-.972,.818,.465,1.243,1.96,1.593,1.082
4,4,4,4,4,4,2,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,1,3,4,4,2,4,4,4,3,4,3,3,4,1,4,3,2,1,3,4,4,4,1,4,4,1,1,3,1,2,4,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,1,50,4,45,3,1, ,.813,.836,.719,1.933,.11,-.004,-.503,-.407,-.326,-.688,-1.333
4,4,4,4,3,4,1,4,4,4,4,4,4,3,2,4,3,2,3,4,4,4,4,1,1,4,4,2,1,4,1,1,1,4,1,1,1,1,2,4,2,1,3,3,2,2,2,2,1,1,3,1,1,3,4,4,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,5,1,32,6,37,3, ,1,1.424,-.292,.321,-1.071,-1.137,.479,.845,-.407,-.326,-1.144,-.432
3,4,4,4,4,2,1,4,4,1,3,2,3,4,3,3,4,4,3,2,3,3,1,2,3,3,4,3,2,2,1,2,1,3,1,1,2,3,2,3,4,1,3,4,4,4,4,4,4,1,1,1,1,1,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,3,2,34,4,35,4,1, ,-.002,-.213,-.228,-.454,.509,-.871,-.503,.72,-.326,.179,-.037
2,1,3,4,3,1,2,4,3,1,3,4,1,4,3,4,3,4,4,4,4,4,4,4,4,2,2,4,3,4,1,2,1,1,1,1,1,4,4,4,3,2,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,1,34,6,33,6,1, ,-.947,.796,1.07,-.956,.654,-1.756,-.503,-.407,-.326,-1.071,-.865
2,3,4,4,2,1,1,3,4,2,4,3,4,4,2,4,4,4,1,2,4,4,1,2,2,4,3,3,4,3,4,3,1,3,1,1,3,1,1,1,2,4,2,2,1,4,1,1,1,4,4,1,4,2,4,4,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,2,40,3,98,8,1, ,-.067,.027,.259,.403,-1.695,1.234,-.503,-.407,1.174,-.808,-.865
2,4,4,4,4,1,2,4,4,2,4,4,3,3,3,3,2,4,1,2,2,4,3,3,4,4,2,4,1,4,3,4,1,4,4,1,4,4,4,4,2,4,4,4,3,4,4,4,3,1,1,1,1,3,4,4,3,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,1,98,2,98,4,1, ,.521,.646,-.494,1.267,.602,-.04,.206,-.407,-.326,-.651,-.73
4,2,2,2,3,1,3,3,3,1,3,3,2,3,1,3,3,4,4,2,1,3,1,1,2,2,2,1,1,1,1,2,1,4,1,2,4,4,1,1,4,1,1,1,2,4,1,4,3,1,1,1,1,2,3,4,1,3,2,3,2,4,3,0,0,0,0,0,2,0,2,2,0,0,0,0,0,3,5,0,1,2,0,0,2,1,2,1,1,1,2,1,1,0,0,1,1,1,1,1,0,2,1,1,1,0,2,0,2,0,0,0,0,2,1,1,1,14,6,5,67,2,76,2,1, ,-1.271,-1.886,-.77,.009,-.849,.531,1.167,1.38,1.441,1.46,1.914
3,3,4,3,4,3,3,3,4,3,4,3,3,4,3,3,4,4,3,4,3,4,3,3,4,3,4,3,3,3,1,1,1,2,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,2,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,1,98,3,98,4,1, ,-.012,.349,.375,-1.099,.219,.095,-.503,-.407,-.326,.433,-.865
2,2,3,2,3,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,2,3,4,2,4,3,2,3,2,2,3,3,3,3,2,3,4,4,4,2,3,3,3,4,3,3,3,3,2,2,2,2,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,14,3,4,38,5,41,6,1, ,-1.125,.137,-.671,.444,.003,.198,-.503,-.407,.804,.325,.491
3,4,4,4,2,1,1,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,2,1,2,1,1,3,3,4,4,3,3,3,4,4,4,4,4,4,2,1,1,1,1,4,1,4,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,6,1,39,5,38,5,1, ,.651,.579,1.35,-.116,.916,-.581,.124,1.217,-.326,-1.421,.025
4,3,3,4,4,2,1,4,4,3,2,3,2,2,2,4,4,4,3,3,2,3,2,4,2,4,4,4,1,3,2,1,1,1,3,2,2,2,3,4,2,3,3,4,4,4,3,4,3,1,1,1,1,2,2,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,14,4,1,42,3,45,3, ,1,-.323,.706,-.378,-.436,.173,-1.03,.97,.922,-.326,-.099,.474
